spCN,sp,tag,gx,gy,dbh,height
ÔÆÉ½Çà¸Ô,CYCSES,T22080030,439.5,152,6.9,4.4
Ä¾ºÉ,SCHSUP,T12030246,234,58.8,33.5,18.3
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T01170182,8.3,335.4,8.8,5
Ã«»¨Á¬Èï²è,CAMFRA,T25060025,484,111,2.4,4.3
¸ñÒ©èÚ,EURMUR,T12110315,237.9,219.7,2,2.62
ÂíÒø»¨,RHOOVA,T13030071,251.7,50.8,4.8,3.35
±¡Ò¶É½·¯,SYMANO,T15140135,291.6,269,3.3,2.84
»Æµ¤Ä¾½ª×Ó,LITELO,T25050152,490.2,91.5,5,3.9
Ã«»¨Á¬Èï²è,CAMFRA,T04030208,68,58.4,2.4,3.2
Ï¸Ö¦èÚ,EURLOQ,T08010149,153,9,3.1,2.7
Ï¸Ö¦èÚ,EURLOQ,T14080141,261.7,151.6,5.8,3.67
Ã«»¨Á¬Èï²è,CAMFRA,T18120002,340.9,238.9,1.6,1.95
»ÆÅ£ÄÌÊ÷,SYMCOC,T24150130,468,299,9.7,7
ÂíÒø»¨,RHOOVA,T06060302,118,107,5.1,3.75
ÓÍÍ©,VERFOR,T05070247,93.8,124.8,15.7,12.1
Ã«»¨Á¬Èï²è,CAMFRA,T17050178,338.8,88.5,2.6,3.03
Ï¸Ö¦èÚ,EURLOQ,T14110081,271.2,204,2.8,3.4
ºìÂöµöÕÁ,LINRUB,T0507B0223,96,121.2,3.8,3.9
»Æµ¤Ä¾½ª×Ó,LITELO,T15110057,284.5,217.8,6.9,5.2
Ï¸Ö¦èÚ,EURLOQ,T11170096,211,322,3.1,2.7
Ã«»¨Á¬Èï²è,CAMFRA,T24110003,460.5,216.2,1.5,1.88
»Æµ¤Ä¾½ª×Ó,LITELO,T03060274,53.4,108.8,3.3,4.23
ÂíÒø»¨,RHOOVA,T01200146,1.4,399.8,5.4,3.46
¸Û¿Â,LITHAR,T10120048,194,232.5,16.2,15.4
ºìµ­±È,CLEJAP,T20100257,384,187.5,3.1,3.05
ºì¶¾Üî,ILLLAN,T03170015,57.5,331.5,7,5
Ã«»¨Á¬Èï²è,CAMFRA,T12050140,228,85,4.5,5.3
Ã«»¨Á¬Èï²è,CAMFRA,T0310B00082,56.4,181,3.4,3.86
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T01060124,4.8,107.8,1.4,2.65
»Æµ¤Ä¾½ª×Ó,LITELO,T03050004,40.2,81.8,3.7,4.2
Ï¸Ö¦èÚ,EURLOQ,T21080204,408.2,159.5,2.1,1.65
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T07130085,135,254.8,3.9,2.7
Õ­»ùºìºÖèÚ,EURRUB,T06030253,119.1,43.8,1.6,2.9
»Æµ¤Ä¾½ª×Ó,LITELO,T03040185,48.8,73.8,1.7,2.62
èàÊ÷,CASFAR,T12050070,224.8,95.5,55.1,36.8
×Ïéª,PHOSHE,T21130122,402.5,241.5,14.9,12.8
»ÆÅ£ÄÌÊ÷,SYMCOC,T04070066,62.5,128,3.1,3.75
Ï¸Ö¦èÚ,EURLOQ,T12070232,235.3,132.2,1.9,2.6
Õ­»ùºìºÖèÚ,EURRUB,T08030174,155.5,40.1,1.2,3.15
Ã«»¨Á¬Èï²è,CAMFRA,T10030099,190.3,49.1,1.8,2.86
¸Û¿Â,LITHAR,T17190003,321.8,361.8,23.9,7.9
¹âÒ¶Ê¯éª,PHOGLA,T08110213,142,203.5,9.5,6
Ï¸Ö¦èÚ,EURLOQ,T11030119,211.8,52.2,4.2,4.61
É½ÊÁ,DIOJAP,T11130053,200,247.8,12.3,13.9
»Æµ¤Ä¾½ª×Ó,LITELO,T10060045,188,109,3.8,3.14
ºìéª,MACTHU,T07170179,128.8,328,15.4,5.5
Ã«»¨Á¬Èï²è,CAMFRA,T24050016,462.5,83.8,3.3,4.05
ÔÆÉ½Çà¸Ô,CYCSES,T16190105,311.2,368.8,25.1,27.5
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T15170007,281,321.7,12.2,7
Ï¸Ö¦èÚ,EURLOQ,T13110178,249.9,211.4,2.6,4.11
ÔÆÉ½Çà¸Ô,CYCSES,T19200137,372,384.5,23.6,6
Ã«»¨Á¬Èï²è,CAMFRA,T06190059,105.1,377.2,2.2,3.17
ÄÏËáÔæ,CHOAXI,T20200079,397,396,16.6,7
»Æµ¤Ä¾½ª×Ó,LITELO,T17140017,323,275.4,2.8,3.55
ÄÏËáÔæ,CHOAXI,T15010022,281.6,7.9,30.4,18.8
Ã«»¨Á¬Èï²è,CAMFRA,T05160041,80.8,315.1,3,3.86
¹âÒ¶Ê¯éª,PHOGLA,T07090265,131.3,177,9.6,4.71
Ï¸Ö¦èÚ,EURLOQ,T03070063,42.8,120,4.6,4.73
»Æµ¤Ä¾½ª×Ó,LITELO,T18080111,349.9,147.2,13.8,17.6
»Æµ¤Ä¾½ª×Ó,LITELO,T06070042,105,136.1,8.1,6.5
ÏÙÒ¶¹ðÓ£,LAUPHA,T14200271,263.5,393.2,5.3,4.15
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T19040248,372,64,2.3,3.1
Ï¸Ö¦èÚ,EURLOQ,T02050210,37.8,88.4,2.8,3.25
¸ñÒ©èÚ,EURMUR,T05130269,98.3,248.7,3.9,5.2
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T07050303,133.6,83,1.1,1.6
³àéª,SYZBUX,T13200420,241,393.4,1.5,2.4
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T04190355,60.8,378.4,9.2,5
¿Â,LITGLA,T09020005,162,23.5,11,19.1
Ï¸Ö¦èÚ,EURLOQ,T12190310,223.8,370,2.3,2.78
ºìµ­±È,CLEJAP,T09020178,177.2,36.5,8,6.5
ÂíÒø»¨,RHOOVA,T06120118,108.3,220.1,3.7,3.3
¹âÒ¶É½·¯,SYMLAN,T24030310,469.9,56.3,3.2,2.2
Ï¸Ö¦èÚ,EURLOQ,T1213B1496,220.5,247.8,2.2,2.85
Õã½­ÐÂÄ¾½ª×Ó,NEOAUR,T20120119,386.2,221.8,6.9,6
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T10190097,185.5,373.8,2,4.1
±¡Ò¶Èóéª,MACLEP,T20130059,392.5,250,5.8,4.45
Ã«»¨Á¬Èï²è,CAMFRA,T11100170,212.5,187.5,4.5,3.65
Ï¸Ö¦èÚ,EURLOQ,T02010215,34,3.8,2.9,3.22
¶Ì¹£¶¬Çà,ILEBUE,T06090092,106.7,177.1,1.8,2.3
ºìµ­±È,CLEJAP,T12050122,226.5,89.6,1.4,2.31
»ÆÌ´,DALHUP,T24200075,464,387.3,16.9,8.8
Ï¸Ö¦èÚ,EURLOQ,T18120086,354.1,231.3,2.5,4.26
ÔÆÉ½Çà¸Ô,CYCSES,T16150206,301.8,286.1,20.7,7
ÔÆÉ½Çà¸Ô,CYCSES,T06170249,114,339.8,13.5,4.8
Ã«»¨Á¬Èï²è,CAMFRA,T11140157,210.2,273.2,2.6,2.75
ÔÆÉ½Çà¸Ô,CYCSES,T07180070,122,348,4.5,3.22
Ï¸Ö¦èÚ,EURLOQ,T03020182,47.5,30.4,2.3,3.63
ÄÏËáÔæ,CHOAXI,T21080336,418,144,32.2,33.2
Ï¸Ö¦èÚ,EURLOQ,T16050115,308,81,2.8,3.51
Ïã¹ð,CINSUB,T03070079,41.3,126.2,15,10.4
Ã«»¨Á¬Èï²è,CAMFRA,T10160029,183,315.1,2.4,3.15
Ä¾ºÉ,SCHSUP,T07010252,134.8,6.5,9.6,11.4
»Æµ¤Ä¾½ª×Ó,LITELO,T01200385,13,399.3,4.9,5
»Æµ¤Ä¾½ª×Ó,LITELO,T16050055,303.8,96.7,2.5,2.78
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T21090011,401.9,179.9,2.1,2.35
èàÊ÷,CASFAR,T11180219,215.4,353.5,28.5,34.5
Õã½­ÐÂÄ¾½ª×Ó,NEOAUR,T02040003,24,61.8,4.4,3.74
ÔÆÉ½Çà¸Ô,CYCSES,T19070086,375.8,122,35.8,26.4
¸Û¿Â,LITHAR,T05090057,81.2,175.8,18.8,16.7
»Æµ¤Ä¾½ª×Ó,LITELO,T14010179,263.8,8.7,7.7,6.5
¹âÒ¶Ê¯éª,PHOGLA,T07130068,131,254,4.6,3.81
ºìéª,MACTHU,T06140181,118,273.2,25.4,6.5
Ï¸Ö¦èÚ,EURLOQ,T01030164,15.5,53.5,1.6,3.05
ºìµ­±È,CLEJAP,T02090054,25.8,177.5,10.3,11.4
Ã«»¨Á¬Èï²è,CAMFRA,T17120047,338,221.6,2.6,2.75
Ï¸Ö¦èÚ,EURLOQ,T25010168,495.7,9.5,1.9,1.95
»Æµ¤Ä¾½ª×Ó,LITELO,T19020134,373.7,33.3,3.2,4.8
ÔÆÉ½Çà¸Ô,CYCSES,T24200042,476.8,382.5,11.7,16.7
ºìéª,MACTHU,T24100018,463.9,196.1,2.5,3.4
×Ü×´É½·¯,SYMBOT,T13110183,246.3,212,9.5,15.4
ºìéª,MACTHU,T18200001,340.1,381.6,2.8,3.6
»Æµ¤Ä¾½ª×Ó,LITELO,T24040264,479.8,71.3,6.8,5
¶Ì¹£¶¬Çà,ILEBUE,T14200422,279.1,396.2,3.7,4
Ã«»¨Á¬Èï²è,CAMFRA,T25110395,482.2,201.2,1.3,2.5
±¡Ò¶É½·¯,SYMANO,T20020196,383.9,22.4,2.6,4.54
»Æµ¤Ä¾½ª×Ó,LITELO,T10050195,181.7,97.6,2.1,3.2
Õã½­ÐÂÄ¾½ª×Ó,NEOAUR,T01170136,3.5,335.6,3,3.16
¹âÒ¶Ê¯éª,PHOGLA,T06030085,110,49.5,2.9,4.51
¸Û¿Â,LITHAR,T12180209,238.5,357.5,17,9.2
Ï¸Ö¦èÚ,EURLOQ,T18020165,350.5,22.2,3.4,3.5
Ï¸Ö¦èÚ,EURLOQ,T20070125,395,132.7,3,3.4
ÂíÒø»¨,RHOOVA,T10140273,193.85,273.5,1.3,1.75
Ã«»¨Á¬Èï²è,CAMFRA,T11070021,202.3,129.5,6.2,5
Ï¸Ö¦èÚ,EURLOQ,T24040242,475,71.9,3.2,3.5
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T02150078,33.3,281.4,1.6,2.35
Ï¸Ö¦èÚ,EURLOQ,T10150118,183.8,287.5,3,3.2
Ïã¹ð,CINSUB,T03020099,44,34.8,1.4,2.35
ºì¶¾Üî,ILLLAN,T08140147,154.5,273.2,12.4,7.1
»Æµ¤Ä¾½ª×Ó,LITELO,T14080110,265.6,145.6,2.5,4.44
èàÊ÷,CASFAR,T01030029,2.3,50.3,26.7,27.6
»Æµ¤Ä¾½ª×Ó,LITELO,T04040134,71.7,71,4.8,4.56
Ï¸Ö¦èÚ,EURLOQ,T18010099,352.8,10.8,4.5,5.1
Ã«»¨Á¬Èï²è,CAMFRA,T25120262,494.2,234,4.3,5
ºìÖ¦²ñ,MELOLD,T03060230,48.9,104,35.2,24.1
ÔÆÉ½Çà¸Ô,CYCSES,T25130217,483.5,258,19.3,11.4
Ð¡Ò¶Çà¸Ô,CYCMYR,T12200178,227,381,6.4,3.85
ºìµ­±È,CLEJAP,T09190255,162.5,360,9.2,4.35
Ã«»¨Á¬Èï²è,CAMFRA,T23090273,451.3,175,1.5,3.2
¹âÁÁÉ½·¯,SYMLUC,T02140339,39.9,269,14.9,7
Õ­»ùºìºÖèÚ,EURRUB,T08030143,158.5,50.6,3,2.63
Õã½­ÐÂÄ¾½ª×Ó,NEOAUR,T07060191,134.6,115,8.3,7
»Æµ¤Ä¾½ª×Ó,LITELO,T03040140,43,78.2,2.8,3.86
»Æµ¤Ä¾½ª×Ó,LITELO,T17010057,327,2.5,8.2,6.2
ÏÙÒ¶¹ðÓ£,LAUPHA,T22160050,439,314.9,10.7,4
ºì¶¾Üî,ILLLAN,T13140192,245.2,269.5,3.8,2.78
Ï¸Ö¦èÚ,EURLOQ,T11080041,203.2,150.2,3.3,3.15
Ã«»¨Á¬Èï²è,CAMFRA,T11170055,216.5,326,4.4,3.8
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T06020065,105.3,39.7,15.6,7.2
Ï¸Ö¦èÚ,EURLOQ,T10140156,190,278,2.6,3.6
Ã×éÆ,CASCAR,T22050034,438,84.8,16.8,11.9
Ï¸Ö¦èÚ,EURLOQ,T10030076,188.4,54.1,3.5,2.89
Ï¸Ö¦èÚ,EURLOQ,T25040090,486.1,71,2.1,2.9
Ï¸Ö¦èÚ,EURLOQ,T03030378,59.7,48.8,3.4,2.08
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T06080243,119,143,22.8,12.4
Ã«»¨Á¬Èï²è,CAMFRA,T07040178,129.8,74,1.9,3.34
Ï¸Ö¦èÚ,EURLOQ,T12050220,233,93,3,3.36
Äþ²¨Ä¾Ï¬,OSMCOO,T02180140,36.5,350.5,16.1,6.5
Ï¸Ö¦èÚ,EURLOQ,T12060034,223.8,116,2.3,3.14
ºìµ­±È,CLEJAP,T03060013,41.1,100,1.7,2.59
»Æµ¤Ä¾½ª×Ó,LITELO,T04010066,72.5,13,2,3.05
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T02070040,28.8,130.2,3.4,3.2
»Æµ¤Ä¾½ª×Ó,LITELO,T15070088,291.8,125,2,2.28
»Æµ¤Ä¾½ª×Ó,LITELO,T10060060,187.1,117.9,12.1,8.6
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T08070025,141.5,128.9,7.5,3.71
Õã½­ÐÂÄ¾½ª×Ó,NEOAUR,T23130087,448.8,247.1,2.3,3.4
Ï¸Ö¦èÚ,EURLOQ,T18050044,342.5,88.5,2.3,2.76
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T22060151,431.1,118,11.6,6.8
Ã«»¨Á¬Èï²è,CAMFRA,T05010074,88.5,4.5,2.5,2.36
Õã½­ÐÂÄ¾½ª×Ó,NEOAUR,T03120160,47.3,222.6,5.6,5.4
Ã×éÆ,CASCAR,T01020243,18,38.8,25.3,24.1
Ï¸Ö¦èÚ,EURLOQ,T14100157,262.8,186.8,2.3,2.95
Ã«»¨Á¬Èï²è,CAMFRA,T02140092,25.5,278.5,2.8,3.6
Ï¸Ö¦èÚ,EURLOQ,T21020084,406,34,4.4,4.5
Ï¸Ö¦èÚ,EURLOQ,T13180069,250.3,358.6,1.8,2.37
ºìéª,MACTHU,T01200433,15.3,391.8,4.2,4.75
Ã«»¨Á¬Èï²è,CAMFRA,T22030115,425.7,51.1,2.1,2.9
»Æµ¤Ä¾½ª×Ó,LITELO,T14170107,268.2,326.9,9.4,5.7
¸ñÒ©èÚ,EURMUR,T07010070,121.8,12,1.3,2.59
ÏÙÒ¶¹ðÓ£,LAUPHA,T16200173,308.1,397.4,11.6,4.9
Ï¸Ö¦èÚ,EURLOQ,T17150090,325,285.7,3.1,3.52
Ï¸Ö¦èÚ,EURLOQ,T12100024,223.6,190.2,1.9,2.78
ÂíÒø»¨,RHOOVA,T06170071,105.5,337,2.2,1.83
Ð¡Ò¶Çà¸Ô,CYCMYR,T09020066,166.9,35.7,28.8,17.6
Ï¸Ö¦èÚ,EURLOQ,T10090188,196.8,174.8,3.5,4.58
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T14170091,271.4,323.8,15.8,17.3
ÄÏËáÔæ,CHOAXI,T10140182,190.8,276.5,23.2,15.5
Ï¸Ö¦èÚ,EURLOQ,T01050208,8.2,96.1,4.9,4.26
Ã«»¨Á¬Èï²è,CAMFRA,T02080156,38.1,156.5,2.5,3.51
Ã«»¨Á¬Èï²è,CAMFRA,T25060046,483.3,117,2.2,3.85
Ï¸Ö¦èÚ,EURLOQ,T23060402,456,114.9,4.8,4.3
×Ïéª,PHOSHE,T22140012,423,267,10.8,5.3
»¢Æ¤éª,DAPOLD,T23030109,445.3,51.7,26.5,7.9
Ï¸Ö¦èÚ,EURLOQ,T12070134,225.2,122.5,3.9,3.65
¹âÒ¶Ê¯éª,PHOGLA,T07150122,135,286,5.4,5.5
·ãÏãÊ÷,LIQFOR,T11110137,209.6,205.9,42.8,37.3
Ã«»¨Á¬Èï²è,CAMFRA,T25070129,486.5,132,1.7,2.65
Ï¸Ö¦èÚ,EURLOQ,T10080224,180.5,159.6,2.3,3.71
Ã«»¨Á¬Èï²è,CAMFRA,T18150123,351,286.5,1.8,2.75
ºìµ­±È,CLEJAP,T10130295,199,249.8,13.1,7
Ã«»¨Á¬Èï²è,CAMFRA,T12160183,233.9,315.6,1.3,1.58
Ï¸Ö¦èÚ,EURLOQ,T24030225,470.3,51.9,1.6,2.85
»Æµ¤Ä¾½ª×Ó,LITELO,T03030246,52.1,59.9,3.3,2.97
ÇàÆ¤Ä¾,SCHJAS,T13200142,255.5,388.9,9.3,3.75
Õã½­ÐÂÄ¾½ª×Ó,NEOAUR,T02040225,32.7,71.3,8.6,14.6
ÏÙÒ¶¹ðÓ£,LAUPHA,T18200167,359.1,394,5,5.05
ºì¶¾Üî,ILLLAN,T1214B1601,238.4,278.7,2.6,3.45
»Æµ¤Ä¾½ª×Ó,LITELO,T05020022,82.3,25.9,5.3,5
Ã«»¨Á¬Èï²è,CAMFRA,T25110132,491.3,210.8,1.4,2
¶Ì¹£¶¬Çà,ILEBUE,T01040014,4.9,60.4,3.9,4.69
Ï¸Ö¦èÚ,EURLOQ,T16170213,302.2,332.3,2.7,2.7
ºìµ­±È,CLEJAP,T10200054,180.7,395.7,11.2,6
Ï¸Ö¦èÚ,EURLOQ,T02040124,33.6,72.5,2.5,3.67
Ã«»¨Á¬Èï²è,CAMFRA,T17180073,328.9,355,3.1,3.6
ºìéª,MACTHU,T23110134,458.5,215,4.1,3.55
Ð¡Ò¶Çà¸Ô,CYCMYR,T06180191,112.7,357.8,4,4.78
Õã½­ÐÂÄ¾½ª×Ó,NEOAUR,T07180123,122,359.6,7.9,5.3
ÔÆÉ½Çà¸Ô,CYCSES,T24200063,466.1,387.3,5.2,5
»Æµ¤Ä¾½ª×Ó,LITELO,T22070257,433,136.5,4.3,4.2
Ï¸Ö¦èÚ,EURLOQ,T10070008,184.7,121,2,3.78
ºìéª,MACTHU,T01100058,2,185.1,4.2,3.75
Ã«»¨Á¬Èï²è,CAMFRA,T12170027,221.8,329.8,3.2,3.4
éßÄ¾,SASTZU,T03170236,41.2,333.8,3.9,7
Ï¸Ö¦èÚ,EURLOQ,T07020288,130.5,36.7,1.8,3.43
Ï¸Ö¦èÚ,EURLOQ,T06080121,112,148.8,1.7,3.2
ÏÙÒ¶¹ðÓ£,LAUPHA,T16080044,307.7,154,3.5,4.3
Ï¸Ö¦èÚ,EURLOQ,T17120033,334.8,221.1,1.7,2.66
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T03200333,42.5,383.5,14.3,11.4
ÄÏËáÔæ,CHOAXI,T13120272,247,236.5,26.2,27.4
ºì¶¾Üî,ILLLAN,T05020097,84.6,38.7,1.5,2.22
»Æµ¤Ä¾½ª×Ó,LITELO,T14180277,273.8,353.8,5,3.6
éßÄ¾,SASTZU,T08130160,147,251.5,20.1,11.8
Ä¾ºÉ,SCHSUP,T09030080,165,50.7,9.9,2.84
»Æµ¤Ä¾½ª×Ó,LITELO,T17100038,320.7,195.8,1.7,2.27
»Æµ¤Ä¾½ª×Ó,LITELO,T24110112,467.8,212,4.2,4.6
±¡Ò¶É½·¯,SYMANO,T08180236,148,351.8,2.5,2.9
»Æµ¤Ä¾½ª×Ó,LITELO,T22100105,431.1,197.8,4.6,4.1
´ÌÒ¶¹ðÓ£,LAUSPI,T24200048,478.5,388.1,25.8,26.1
ÄÏËáÔæ,CHOAXI,T20090153,388,177.2,35.8,21.6
Ã«»¨Á¬Èï²è,CAMFRA,T12060207,231.5,102.4,3.2,3.69
¹âÒ¶É½·¯,SYMLAN,T11090034,204,179,5.7,3.25
Èñ½ÇéÊ,ACEACU,T13020077,243,24.8,3.6,2.8
¸Û¿Â,LITHAR,T09180117,167.4,349.8,8.5,4.55
Ï¸Ö¦èÚ,EURLOQ,T21050116,405,93.3,2.5,3.25
Ï¸Ö¦èÚ,EURLOQ,T12030016,224.5,45.5,3.2,2.37
Ï¸Ö¦èÚ,EURLOQ,T12110290,238.2,215.5,3.6,3.44
ºìéª,MACTHU,T09200252,169.5,390.8,4.1,3.04
»Æµ¤Ä¾½ª×Ó,LITELO,T19060010,364,112.2,12.7,19
Ï¸Ö¦èÚ,EURLOQ,T02100172,32.3,189.2,2.9,3.45
Ï¸Ö¦èÚ,EURLOQ,T13130203,245.2,253.2,5.5,3.8
ºìµ­±È,CLEJAP,T04200287,71.9,389.1,4.6,3.85
»Æµ¤Ä¾½ª×Ó,LITELO,T18060122,355.7,108,10,14.1
»ÆÌ´,DALHUP,T22150110,437.5,289,12.1,16.6
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T22100363,420.1,184,2.9,3.7
»Æµ¤Ä¾½ª×Ó,LITELO,T02140287,38.4,279.9,3.8,3.62
»Æµ¤Ä¾½ª×Ó,LITELO,T16050020,300.8,86.3,9.4,9.3
Ã«»¨Á¬Èï²è,CAMFRA,T21190152,419.3,368.6,2.5,2.75
Ã«ÂöéÊ,ACEPUB,T19140171,377,262,30.7,30.7
ºìéª,MACTHU,T08180172,149.9,359.9,2.3,2.8
»Æµ¤Ä¾½ª×Ó,LITELO,T01080161,18,149.8,1.7,3.3
Ã«»¨Á¬Èï²è,CAMFRA,T21110176,419.5,216.4,2.1,2.6
Ï¸Ö¦èÚ,EURLOQ,T09100096,167.5,193.4,2.2,3.48
ÔÆÉ½Çà¸Ô,CYCSES,T25140121,489.7,275,5.7,4.55
ºìéª,MACTHU,T15200052,299,395,5.4,4.8
¹âÒ¶Ê¯éª,PHOGLA,T08090095,145.1,172.5,4.2,5.4
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T08030116,153.5,58.8,9.1,6.7
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T14040066,261.2,72.8,4.8,4.23
±¡Ò¶Èóéª,MACLEP,T17060126,328.3,108.8,2.5,2.4
Ïã¹ð,CINSUB,T03110225,52,201.8,9.8,3.74
ºì¶¾Üî,ILLLAN,T10050153,186.8,88.8,6.8,5.3
Ï¸Ö¦èÚ,EURLOQ,T19040164,365.5,79.5,3.7,2.8
èàÊ÷,CASFAR,T20040204,389,65,42,32.8
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T09200271,169,387.8,10.5,5.3
ºì¶¾Üî,ILLLAN,T04030128,77.5,49.4,2.1,3.5
ÄÏËáÔæ,CHOAXI,T16070101,307.5,125,40.5,22.5
Ä¾ºÉ,SCHSUP,T23060042,442,111,27.3,9.3
ºñÆ¤Ïã,TERGYM,T08130047,146,249,2.5,2.63
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T04120129,77.2,234.8,3.4,2.92
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T19040183,367.2,79,1.4,1.87
Ã«»¨Á¬Èï²è,CAMFRA,T03110345,57,213,2,2.58
Ï¸Ö¦èÚ,EURLOQ,T09050164,168.2,88.5,3.6,3.82
ºì¶¾Üî,ILLLAN,T04030178,72.2,54.8,1.3,1.9
ÂíÒø»¨,RHOOVA,T14150244,268.8,287.5,3,2.25
Ïã¹ð,CINSUB,T24010158,468.5,13.8,9.2,6
¶Ì¹£¶¬Çà,ILEBUE,T20170146,393,322,2.2,2.72
»Æµ¤Ä¾½ª×Ó,LITELO,T04060290,78.5,114.7,7.2,6.5
Ìú¶¬Çà,ILEROT,T01020235,10.7,36.5,1.9,2.4
Ã«»¨Á¬Èï²è,CAMFRA,T24100253,476.6,184,2.5,3.25
Õã½­ÐÂÄ¾½ª×Ó,NEOAUR,T02020152,35,36,3.9,4.97
Ï¸Ö¦èÚ,EURLOQ,T09130261,177,255.2,2.1,2.75
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T08190388,154,360.7,10.2,6.5
ÄÏËáÔæ,CHOAXI,T12120346,227.3,239.9,36.8,35.8
Ï¸Ö¦èÚ,EURLOQ,T23060356,459.8,108.8,3.9,5
Ã«»¨Á¬Èï²è,CAMFRA,T06100273,109.7,181.8,3.3,2.15
ºì¶¾Üî,ILLLAN,T24020251,477,25,11.6,10.1
Ï¸Ö¦èÚ,EURLOQ,T02080168,35.6,155.6,1.8,2.71
Ï¸Ö¦èÚ,EURLOQ,T20010263,386,1.5,3.8,3.1
Ï¸Ö¦èÚ,EURLOQ,T13140119,250.3,266.9,3.3,4.38
É½·¯,SYMSUM,T25150051,495.3,282.5,2.6,2.5
Ð¡Ò¶Çà¸Ô,CYCMYR,T08170145,142,333.9,6.7,3.92
ÄÏËáÔæ,CHOAXI,T10090048,180.8,174.2,22.4,30.4
¸Û¿Â,LITHAR,T23170059,450.2,329,4.1,4.55
Ïã¹ð,CINSUB,T17170045,322.5,324.3,3.4,4.85
Ï¸Ö¦èÚ,EURLOQ,T03040264,52.3,64.9,2.3,3.79
ºìéª,MACTHU,T25110339,490.2,203.1,2.2,3.3
»Æµ¤Ä¾½ª×Ó,LITELO,T06090113,109.7,178.8,4,4.5
Ä¾ºÉ,SCHSUP,T06130171,117.4,259.3,17.2,8.5
ÄÏËáÔæ,CHOAXI,T0120B2039,16.5,382.5,5.4,7
Ï¸Ö¦èÚ,EURLOQ,T19070215,368,128.2,5.9,5
¸Û¿Â,LITHAR,T06160133,111.5,301.8,31.8,17.6
Ä¾ºÉ,SCHSUP,T03110130,49.6,216.5,23.5,18.7
ºìµ­±È,CLEJAP,T12020090,230.6,24,3.1,4.35
ÄÏËáÔæ,CHOAXI,T15160026,281.5,308.8,27.2,39.5
Ä¾Ï¬,OSMFRA,T05080138,92,156.8,8,7
ºìµ­±È,CLEJAP,T24080151,472.5,149.5,10.9,7
»Æµ¤Ä¾½ª×Ó,LITELO,T19090144,374.5,170,5,5.5
»Æµ¤Ä¾½ª×Ó,LITELO,T14040045,264,72.3,4.2,3.83
Ã«»¨Á¬Èï²è,CAMFRA,T14040111,266.8,73.5,2.1,2.74
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T04200385,78.1,393.8,2.6,3.43
Ï¸Ö¦èÚ,EURLOQ,T11040205,207.3,63.8,2.7,3.16
»Æµ¤Ä¾½ª×Ó,LITELO,T18070232,359.5,123.5,6.1,6
»Æµ¤Ä¾½ª×Ó,LITELO,T24070072,461.2,132.5,2.9,2.15
Ï¸Ö¦èÚ,EURLOQ,T01040135,6.3,76.3,3,3.45
»ÆÌ´,DALHUP,T24140129,474.2,268.9,18.9,10.2
¸ñÒ©èÚ,EURMUR,T04140051,78.2,270.6,1.8,2.4
ºìéª,MACTHU,T17100080,328.5,182.5,1.4,2.31
Ï¸Ö¦èÚ,EURLOQ,T10080174,191.5,155.4,1.9,2.8
Ï¸Ö¦èÚ,EURLOQ,T22020314,436.2,24.8,2.5,3.45
ÔÆÉ½Çà¸Ô,CYCSES,T07030287,132.2,50.4,48.9,22.3
»Æµ¤Ä¾½ª×Ó,LITELO,T04030224,68.2,53.8,2.9,2.54
Õã½­ÐÂÄ¾½ª×Ó,NEOAUR,T07110070,128.8,217.4,3.3,3.44
»ÆÅ£ÄÌÊ÷,SYMCOC,T11170072,218.8,320.5,16,7.4
Ï¸Ö¦èÚ,EURLOQ,T09050162,169,89,2.1,2.75
Ä¾ºÉ,SCHSUP,T09040173,171,70,10.2,12
